geo,country,year,share_65plus
LT,Lithuania,2011,17.9
LT,Lithuania,2012,18.1
LT,Lithuania,2013,18.2
LT,Lithuania,2014,18.4
LT,Lithuania,2015,18.6
LT,Lithuania,2016,18.8
LT,Lithuania,2017,19.1
LT,Lithuania,2018,19.4
LT,Lithuania,2019,19.5
LT,Lithuania,2020,19.6
LT,Lithuania,2021,19.9
LT,Lithuania,2022,20.0
LT,Lithuania,2023,20.0
LT,Lithuania,2024,20.3
LT,Lithuania,2025,20.9
LU,Luxembourg,1960,10.8
LU,Luxembourg,1961,10.8
LU,Luxembourg,1965,11.7
LU,Luxembourg,1967,11.7
LU,Luxembourg,1970,12.5
LU,Luxembourg,1971,12.6
LU,Luxembourg,1972,12.7
LU,Luxembourg,1973,12.8
LU,Luxembourg,1974,12.9
LU,Luxembourg,1975,13.0
LU,Luxembourg,1976,13.1
LU,Luxembourg,1977,13.1
LU,Luxembourg,1978,13.4
LU,Luxembourg,1979,13.5
LU,Luxembourg,1980,13.7
LU,Luxembourg,1981,13.6
LU,Luxembourg,1982,13.5
LU,Luxembourg,1983,13.4
LU,Luxembourg,1984,13.3
LU,Luxembourg,1985,13.2
LU,Luxembourg,1986,13.3
LU,Luxembourg,1987,13.3
LU,Luxembourg,1988,13.3
LU,Luxembourg,1989,13.4
LU,Luxembourg,1990,13.4
LU,Luxembourg,1991,13.4
LU,Luxembourg,1992,13.5
LU,Luxembourg,1993,13.6
LU,Luxembourg,1994,13.8
LU,Luxembourg,1995,13.9
LU,Luxembourg,1996,14.1
LU,Luxembourg,1997,14.2
LU,Luxembourg,1998,14.3
LU,Luxembourg,1999,14.3
LU,Luxembourg,2000,14.3
LU,Luxembourg,2001,13.9
LU,Luxembourg,2002,13.9
LU,Luxembourg,2003,14.0
LU,Luxembourg,2004,14.0
LU,Luxembourg,2005,14.1
LU,Luxembourg,2006,14.1
LU,Luxembourg,2007,14.0
LU,Luxembourg,2008,14.0
LU,Luxembourg,2009,14.0
LU,Luxembourg,2010,14.0
LU,Luxembourg,2011,13.9
LU,Luxembourg,2012,14.0
LU,Luxembourg,2013,14.0
LU,Luxembourg,2014,14.1
LU,Luxembourg,2015,14.2
LU,Luxembourg,2016,14.2
LU,Luxembourg,2017,14.2
LU,Luxembourg,2018,14.3
LU,Luxembourg,2019,14.4
LU,Luxembourg,2020,14.5
LU,Luxembourg,2021,14.6
LU,Luxembourg,2022,14.8
LU,Luxembourg,2023,14.9
LU,Luxembourg,2024,15.0
LU,Luxembourg,2025,15.2
LV,Latvia,1970,11.9
LV,Latvia,1971,12.1
LV,Latvia,1972,12.3
LV,Latvia,1973,12.5
LV,Latvia,1974,12.6
LV,Latvia,1975,12.7
LV,Latvia,1976,12.8
LV,Latvia,1977,12.9
LV,Latvia,1978,13.0
LV,Latvia,1979,13.1
LV,Latvia,1980,13.0
LV,Latvia,1981,12.8
LV,Latvia,1982,12.5
LV,Latvia,1983,12.1
LV,Latvia,1984,12.0
LV,Latvia,1985,11.8
LV,Latvia,1986,11.7
LV,Latvia,1987,11.6
LV,Latvia,1988,11.7
LV,Latvia,1989,11.8
LV,Latvia,1990,11.8
LV,Latvia,1991,11.8
LV,Latvia,1992,12.3
LV,Latvia,1993,12.8
LV,Latvia,1994,13.2
LV,Latvia,1995,13.4
LV,Latvia,1996,13.8
LV,Latvia,1997,14.1
LV,Latvia,1998,14.4
LV,Latvia,1999,14.7
LV,Latvia,2000,14.8
LV,Latvia,2001,15.1
LV,Latvia,2002,15.4
LV,Latvia,2003,15.8
LV,Latvia,2004,16.2
LV,Latvia,2005,16.6
LV,Latvia,2006,17.0
LV,Latvia,2007,17.4
LV,Latvia,2008,17.6
LV,Latvia,2009,17.8
LV,Latvia,2010,18.1
LV,Latvia,2011,18.4
LV,Latvia,2012,18.6
LV,Latvia,2013,18.8
LV,Latvia,2014,19.1
LV,Latvia,2015,19.4
LV,Latvia,2016,19.6
LV,Latvia,2017,19.9
LV,Latvia,2018,20.1
LV,Latvia,2019,20.3
LV,Latvia,2020,20.5
LV,Latvia,2021,20.8
LV,Latvia,2022,20.9
LV,Latvia,2023,21.0
LV,Latvia,2024,21.4
LV,Latvia,2025,21.9
MC,Monaco,2024,27.2
MC,Monaco,2025,27.5
MD,Moldova,2006,9.8
MD,Moldova,2007,10.3
MD,Moldova,2008,10.3
MD,Moldova,2009,10.2
MD,Moldova,2010,10.1
MD,Moldova,2011,10.0
MD,Moldova,2012,9.9
MD,Moldova,2013,9.9
MD,Moldova,2014,10.0
MD,Moldova,2015,10.9
MD,Moldova,2016,11.5
MD,Moldova,2017,12.0
MD,Moldova,2018,12.6
MD,Moldova,2019,13.2
MD,Moldova,2020,13.8
MD,Moldova,2021,14.4
MD,Moldova,2022,15.3
MD,Moldova,2023,16.1
MD,Moldova,2024,17.4
MD,Moldova,2025,17.5
ME,Montenegro,2000,12.2
ME,Montenegro,2001,12.2
ME,Montenegro,2002,12.2
ME,Montenegro,2003,12.2
ME,Montenegro,2004,12.2
ME,Montenegro,2005,12.5
ME,Montenegro,2006,12.8
ME,Montenegro,2007,12.9
ME,Montenegro,2008,12.9
ME,Montenegro,2009,12.9
ME,Montenegro,2010,12.9
ME,Montenegro,2011,12.8
ME,Montenegro,2012,12.9
ME,Montenegro,2013,13.1
ME,Montenegro,2014,13.3
ME,Montenegro,2015,13.7
ME,Montenegro,2016,14.1
ME,Montenegro,2017,14.4
ME,Montenegro,2018,14.8
ME,Montenegro,2019,15.2
ME,Montenegro,2020,15.6
ME,Montenegro,2021,15.9
ME,Montenegro,2022,16.0
ME,Montenegro,2023,16.4
ME,Montenegro,2024,16.7
ME,Montenegro,2025,17.2
MK,North Macedonia,1994,8.4
MK,North Macedonia,1995,8.5
MK,North Macedonia,1996,8.8
MK,North Macedonia,1997,9.0
MK,North Macedonia,1998,9.2
MK,North Macedonia,1999,9.5
MK,North Macedonia,2000,9.9
MK,North Macedonia,2001,10.1
MK,North Macedonia,2002,10.4
MK,North Macedonia,2003,10.6
MK,North Macedonia,2004,10.7
MK,North Macedonia,2005,10.9
MK,North Macedonia,2006,11.1
MK,North Macedonia,2007,11.2
MK,North Macedonia,2008,11.4
MK,North Macedonia,2009,11.5
MK,North Macedonia,2010,11.6
MK,North Macedonia,2011,11.7
MK,North Macedonia,2012,11.8
MK,North Macedonia,2013,12.0
MK,North Macedonia,2014,12.4
MK,North Macedonia,2015,12.7
MK,North Macedonia,2016,13.0
MK,North Macedonia,2017,13.3
MK,North Macedonia,2018,13.7
MK,North Macedonia,2019,14.1
MK,North Macedonia,2020,14.5
MK,North Macedonia,2021,14.8
MK,North Macedonia,2022,17.1
MK,North Macedonia,2023,17.7
MK,North Macedonia,2024,18.1
MK,North Macedonia,2025,18.6
MT,Malta,1977,8.8
MT,Malta,1978,8.6
MT,Malta,1979,8.5
MT,Malta,1980,8.4
MT,Malta,1981,8.3
MT,Malta,1982,8.0
MT,Malta,1984,9.0
MT,Malta,1985,9.0
MT,Malta,1986,9.7
MT,Malta,1987,9.9
MT,Malta,1988,10.0
MT,Malta,1989,10.2
MT,Malta,1990,10.4
MT,Malta,1991,10.5
MT,Malta,1992,10.6
MT,Malta,1993,10.8
MT,Malta,1994,10.9
MT,Malta,1995,11.0
MT,Malta,1996,11.3
MT,Malta,1997,11.6
MT,Malta,1998,11.8
MT,Malta,1999,12.0
MT,Malta,2000,12.1
MT,Malta,2001,12.3
MT,Malta,2002,12.6
MT,Malta,2003,12.8
MT,Malta,2004,13.0
MT,Malta,2005,13.3
MT,Malta,2006,13.8
MT,Malta,2007,13.9
MT,Malta,2008,13.9
MT,Malta,2009,14.2
MT,Malta,2010,14.9
MT,Malta,2011,15.7
MT,Malta,2012,16.4
MT,Malta,2013,17.1
MT,Malta,2014,17.6
MT,Malta,2015,18.0
MT,Malta,2016,18.3
MT,Malta,2017,18.6
MT,Malta,2018,18.5
MT,Malta,2019,18.4
MT,Malta,2020,18.1
MT,Malta,2021,18.5
MT,Malta,2022,18.8
MT,Malta,2023,18.6
MT,Malta,2024,18.4
MT,Malta,2025,18.4
NL,Netherlands,1960,8.9
NL,Netherlands,1961,9.1
NL,Netherlands,1962,9.2
NL,Netherlands,1963,9.3
NL,Netherlands,1964,9.4
NL,Netherlands,1965,9.5
NL,Netherlands,1966,9.6
NL,Netherlands,1967,9.7
NL,Netherlands,1968,9.9
NL,Netherlands,1969,10.0
NL,Netherlands,1970,10.1
NL,Netherlands,1971,10.2
NL,Netherlands,1972,10.3
NL,Netherlands,1973,10.4
NL,Netherlands,1974,10.6
NL,Netherlands,1975,10.7
NL,Netherlands,1976,10.9
NL,Netherlands,1977,11.0
NL,Netherlands,1978,11.1
NL,Netherlands,1979,11.3
NL,Netherlands,1980,11.5
NL,Netherlands,1981,11.6
NL,Netherlands,1982,11.7
NL,Netherlands,1983,11.8
NL,Netherlands,1984,11.9
NL,Netherlands,1985,12.0
NL,Netherlands,1986,12.2
NL,Netherlands,1987,12.3
NL,Netherlands,1988,12.5
NL,Netherlands,1989,12.7
NL,Netherlands,1990,12.8
NL,Netherlands,1991,12.9
NL,Netherlands,1992,13.0
NL,Netherlands,1993,13.0
NL,Netherlands,1994,13.1
NL,Netherlands,1995,13.2
NL,Netherlands,1996,13.3
NL,Netherlands,1997,13.4
NL,Netherlands,1998,13.5
NL,Netherlands,1999,13.5
NL,Netherlands,2000,13.6
NL,Netherlands,2001,13.6
NL,Netherlands,2002,13.7
NL,Netherlands,2003,13.7
NL,Netherlands,2004,13.8
NL,Netherlands,2005,14.0
NL,Netherlands,2006,14.3
NL,Netherlands,2007,14.5
NL,Netherlands,2008,14.7
NL,Netherlands,2009,15.0
NL,Netherlands,2010,15.3
NL,Netherlands,2011,15.6
NL,Netherlands,2012,16.2
NL,Netherlands,2013,16.8
NL,Netherlands,2014,17.3
NL,Netherlands,2015,17.8
NL,Netherlands,2016,18.2
NL,Netherlands,2017,18.5
NL,Netherlands,2018,18.9
NL,Netherlands,2019,19.2
NL,Netherlands,2020,19.5
NL,Netherlands,2021,19.8
NL,Netherlands,2022,20.0
NL,Netherlands,2023,20.2
NL,Netherlands,2024,20.5
NL,Netherlands,2025,20.8
NO,Norway,1960,10.9
NO,Norway,1961,11.1
NO,Norway,1962,11.3
NO,Norway,1963,11.5
NO,Norway,1964,11.7
NO,Norway,1965,11.9
NO,Norway,1966,12.1
NO,Norway,1967,12.3
NO,Norway,1968,12.5
NO,Norway,1969,12.7
NO,Norway,1970,12.8
NO,Norway,1971,12.9
NO,Norway,1972,13.1
NO,Norway,1973,13.2
NO,Norway,1974,13.4
NO,Norway,1975,13.6
NO,Norway,1976,13.8
NO,Norway,1977,14.0
NO,Norway,1978,14.2
NO,Norway,1979,14.5
NO,Norway,1980,14.7
NO,Norway,1981,14.9
NO,Norway,1982,15.0
NO,Norway,1983,15.2
NO,Norway,1984,15.5
NO,Norway,1985,15.6
NO,Norway,1986,15.9
NO,Norway,1987,16.0
NO,Norway,1988,16.2
NO,Norway,1989,16.2
NO,Norway,1990,16.3
NO,Norway,1991,16.3
NO,Norway,1992,16.3
NO,Norway,1993,16.2
NO,Norway,1994,16.1
NO,Norway,1995,16.0
NO,Norway,1996,15.9
NO,Norway,1997,15.8
NO,Norway,1998,15.7
NO,Norway,1999,15.5
NO,Norway,2000,15.3
NO,Norway,2001,15.1
NO,Norway,2002,14.9
NO,Norway,2003,14.8
NO,Norway,2004,14.7
NO,Norway,2005,14.7
NO,Norway,2006,14.7
NO,Norway,2007,14.6
NO,Norway,2008,14.6
NO,Norway,2009,14.7
NO,Norway,2010,14.9
NO,Norway,2011,15.1
NO,Norway,2012,15.4
NO,Norway,2013,15.7
NO,Norway,2014,15.9
NO,Norway,2015,16.2
NO,Norway,2016,16.4
NO,Norway,2017,16.6
NO,Norway,2018,16.9
NO,Norway,2019,17.2
NO,Norway,2020,17.5
NO,Norway,2021,17.9
NO,Norway,2022,18.2
NO,Norway,2023,18.4
NO,Norway,2024,18.7
NO,Norway,2025,19.0
PL,Poland,1960,5.8
PL,Poland,1965,6.7
PL,Poland,1970,8.2
PL,Poland,1975,9.4
PL,Poland,1980,10.2
PL,Poland,1985,9.4
PL,Poland,1990,10.0
PL,Poland,1991,10.2
PL,Poland,1992,10.3
PL,Poland,1993,10.5
PL,Poland,1994,10.7
PL,Poland,1995,10.9
PL,Poland,1996,11.2
PL,Poland,1997,11.5
PL,Poland,1998,11.7
PL,Poland,1999,11.9
PL,Poland,2000,12.1
PL,Poland,2001,12.4
PL,Poland,2002,12.6
PL,Poland,2003,12.8
PL,Poland,2004,13.0
PL,Poland,2005,13.1
PL,Poland,2006,13.3
PL,Poland,2007,13.4
PL,Poland,2008,13.5
PL,Poland,2009,13.5
PL,Poland,2010,13.6
PL,Poland,2011,13.6
PL,Poland,2012,14.0
PL,Poland,2013,14.4
PL,Poland,2014,14.9
PL,Poland,2015,15.4
PL,Poland,2016,16.0
PL,Poland,2017,16.5
PL,Poland,2018,17.1
PL,Poland,2019,17.7
PL,Poland,2020,18.2
PL,Poland,2021,18.9
PL,Poland,2022,19.4
PL,Poland,2023,19.9
PL,Poland,2024,20.5
PL,Poland,2025,21.0
PT,Portugal,1960,7.8
PT,Portugal,1961,8.0
PT,Portugal,1962,8.0
PT,Portugal,1963,8.1
PT,Portugal,1964,8.1
PT,Portugal,1965,8.1
PT,Portugal,1966,8.4
PT,Portugal,1967,8.5
PT,Portugal,1968,8.7
PT,Portugal,1969,8.9
PT,Portugal,1970,9.2
PT,Portugal,1971,9.7
PT,Portugal,1972,9.7
PT,Portugal,1973,9.7
PT,Portugal,1974,9.8
PT,Portugal,1975,9.8
PT,Portugal,1976,10.5
PT,Portugal,1977,10.6
PT,Portugal,1978,10.7
PT,Portugal,1979,10.9
PT,Portugal,1980,11.2
PT,Portugal,1981,11.4
PT,Portugal,1982,11.5
PT,Portugal,1983,11.6
PT,Portugal,1984,11.7
PT,Portugal,1985,11.7
PT,Portugal,1986,12.0
PT,Portugal,1987,12.2
PT,Portugal,1988,12.5
PT,Portugal,1989,12.8
PT,Portugal,1990,13.2
PT,Portugal,1991,13.6
PT,Portugal,1992,14.0
PT,Portugal,1993,14.2
PT,Portugal,1994,14.5
PT,Portugal,1995,14.8
PT,Portugal,1996,15.1
PT,Portugal,1997,15.3
PT,Portugal,1998,15.6
PT,Portugal,1999,15.8
PT,Portugal,2000,16.0
PT,Portugal,2001,16.3
PT,Portugal,2002,16.6
PT,Portugal,2003,16.7
PT,Portugal,2004,16.9
PT,Portugal,2005,17.2
PT,Portugal,2006,17.4
PT,Portugal,2007,17.5
PT,Portugal,2008,17.7
PT,Portugal,2009,18.0
PT,Portugal,2010,18.3
PT,Portugal,2011,18.7
PT,Portugal,2012,19.2
PT,Portugal,2013,19.5
PT,Portugal,2014,20.0
PT,Portugal,2015,20.4
PT,Portugal,2016,20.9
PT,Portugal,2017,21.3
PT,Portugal,2018,21.8
PT,Portugal,2019,22.2
PT,Portugal,2020,22.7
PT,Portugal,2021,23.2
PT,Portugal,2022,23.6
PT,Portugal,2023,23.9
PT,Portugal,2024,24.1
PT,Portugal,2025,24.3
RO,Romania,1968,8.3
RO,Romania,1969,8.4
RO,Romania,1970,8.5
RO,Romania,1971,8.7
RO,Romania,1972,8.9
RO,Romania,1973,9.1
RO,Romania,1974,9.3
RO,Romania,1975,9.5
RO,Romania,1976,9.8
RO,Romania,1977,10.0
RO,Romania,1978,10.2
RO,Romania,1979,10.2
RO,Romania,1980,10.3
RO,Romania,1981,10.2
RO,Romania,1982,10.1
RO,Romania,1983,9.8
RO,Romania,1984,9.4
RO,Romania,1985,9.5
RO,Romania,1986,9.5
RO,Romania,1987,9.7
RO,Romania,1988,9.8
RO,Romania,1989,10.0
RO,Romania,1990,10.3
RO,Romania,1991,10.6
RO,Romania,1992,11.0
RO,Romania,1993,11.3
RO,Romania,1994,11.6
RO,Romania,1995,11.8
RO,Romania,1996,12.2
RO,Romania,1997,12.4
RO,Romania,1998,12.7
RO,Romania,1999,13.0
RO,Romania,2000,13.2
RO,Romania,2001,13.5
RO,Romania,2002,13.9
RO,Romania,2003,14.1
RO,Romania,2004,14.1
RO,Romania,2005,14.2
RO,Romania,2006,14.7
RO,Romania,2007,14.7
RO,Romania,2008,15.4
RO,Romania,2009,16.1
RO,Romania,2010,16.1
RO,Romania,2011,16.1
RO,Romania,2012,16.1
RO,Romania,2013,16.3
RO,Romania,2014,16.5
RO,Romania,2015,17.0
RO,Romania,2016,17.4
RO,Romania,2017,17.8
RO,Romania,2018,18.2
RO,Romania,2019,18.5
RO,Romania,2020,18.9
RO,Romania,2021,19.3
RO,Romania,2022,19.5
RO,Romania,2023,19.7
RO,Romania,2024,20.0
RO,Romania,2025,20.3
RS,Serbia,1999,15.5
RS,Serbia,2000,16.0
RS,Serbia,2001,16.3
RS,Serbia,2002,16.6
RS,Serbia,2003,16.8
RS,Serbia,2004,17.0
RS,Serbia,2005,17.1
RS,Serbia,2006,17.2
RS,Serbia,2007,17.2
RS,Serbia,2008,17.2
RS,Serbia,2009,17.1
RS,Serbia,2010,17.0
RS,Serbia,2011,17.2
RS,Serbia,2012,17.3
RS,Serbia,2013,17.6
RS,Serbia,2014,18.0
RS,Serbia,2015,18.5
RS,Serbia,2016,19.0
RS,Serbia,2017,19.4
RS,Serbia,2018,19.9
RS,Serbia,2019,20.4
RS,Serbia,2020,21.0
RS,Serbia,2021,21.3
RS,Serbia,2022,21.3
RS,Serbia,2023,22.1
RS,Serbia,2024,22.4
RS,Serbia,2025,22.7
RU,Russia,2006,13.9
RU,Russia,2007,14.0
RU,Russia,2008,13.8
RU,Russia,2009,13.3
RU,Russia,2010,12.9
RU,Russia,2011,12.8
RU,Russia,2014,13.1
SE,Sweden,1960,11.7
SE,Sweden,1961,11.8
SE,Sweden,1962,12.0
SE,Sweden,1963,12.2
SE,Sweden,1964,12.4
SE,Sweden,1965,12.6
SE,Sweden,1966,12.8
SE,Sweden,1967,13.0
SE,Sweden,1968,13.2
SE,Sweden,1969,13.4
SE,Sweden,1970,13.6
SE,Sweden,1971,13.8
SE,Sweden,1972,14.1
SE,Sweden,1973,14.4
SE,Sweden,1974,14.7
SE,Sweden,1975,15.0
SE,Sweden,1976,15.2
SE,Sweden,1977,15.5
SE,Sweden,1978,15.7
SE,Sweden,1979,16.0
SE,Sweden,1980,16.2
SE,Sweden,1981,16.4
SE,Sweden,1982,16.6
SE,Sweden,1983,16.8
SE,Sweden,1984,16.9
SE,Sweden,1985,17.1
SE,Sweden,1986,17.4
SE,Sweden,1987,17.6
SE,Sweden,1988,17.7
SE,Sweden,1989,17.8
SE,Sweden,1990,17.8
SE,Sweden,1991,17.8
SE,Sweden,1992,17.7
SE,Sweden,1993,17.7
SE,Sweden,1994,17.6
SE,Sweden,1995,17.5
SE,Sweden,1996,17.5
SE,Sweden,1997,17.4
SE,Sweden,1998,17.4
SE,Sweden,1999,17.4
SE,Sweden,2000,17.3
SE,Sweden,2001,17.2
SE,Sweden,2002,17.2
SE,Sweden,2003,17.2
SE,Sweden,2004,17.2
SE,Sweden,2005,17.2
SE,Sweden,2006,17.3
SE,Sweden,2007,17.4
SE,Sweden,2008,17.5
SE,Sweden,2009,17.8
SE,Sweden,2010,18.1
SE,Sweden,2011,18.5
SE,Sweden,2012,18.8
SE,Sweden,2013,19.1
SE,Sweden,2014,19.4
SE,Sweden,2015,19.6
SE,Sweden,2016,19.8
SE,Sweden,2017,19.8
SE,Sweden,2018,19.8
SE,Sweden,2019,19.9
SE,Sweden,2020,20.0
SE,Sweden,2021,20.1
SE,Sweden,2022,20.3
SE,Sweden,2023,20.4
SE,Sweden,2024,20.6
SE,Sweden,2025,20.8
SI,Slovenia,1982,10.9
SI,Slovenia,1983,10.5
SI,Slovenia,1984,10.2
SI,Slovenia,1985,10.1
SI,Slovenia,1986,10.1
SI,Slovenia,1987,10.1
SI,Slovenia,1988,10.3
SI,Slovenia,1989,10.5
SI,Slovenia,1990,10.6
SI,Slovenia,1991,10.8
SI,Slovenia,1992,11.1
SI,Slovenia,1993,11.4
SI,Slovenia,1994,11.7
SI,Slovenia,1995,12.1
SI,Slovenia,1996,12.5
SI,Slovenia,1997,12.9
SI,Slovenia,1998,13.2
SI,Slovenia,1999,13.6
SI,Slovenia,2000,13.9
SI,Slovenia,2001,14.1
SI,Slovenia,2002,14.5
SI,Slovenia,2003,14.8
SI,Slovenia,2004,15.0
SI,Slovenia,2005,15.3
SI,Slovenia,2006,15.6
SI,Slovenia,2007,15.9
SI,Slovenia,2008,16.3
SI,Slovenia,2009,16.4
SI,Slovenia,2010,16.5
SI,Slovenia,2011,16.5
SI,Slovenia,2012,16.8
SI,Slovenia,2013,17.1
SI,Slovenia,2014,17.5
SI,Slovenia,2015,17.9
SI,Slovenia,2016,18.4
SI,Slovenia,2017,18.9
SI,Slovenia,2018,19.4
SI,Slovenia,2019,19.8
SI,Slovenia,2020,20.2
SI,Slovenia,2021,20.7
SI,Slovenia,2022,21.1
SI,Slovenia,2023,21.4
SI,Slovenia,2024,21.8
SI,Slovenia,2025,22.1
SK,Slovakia,1960,6.8
SK,Slovakia,1961,7.0
SK,Slovakia,1962,7.2
SK,Slovakia,1963,7.4
SK,Slovakia,1964,7.6
SK,Slovakia,1965,7.8
SK,Slovakia,1966,8.1
SK,Slovakia,1967,8.4
SK,Slovakia,1968,8.6
SK,Slovakia,1969,8.9
SK,Slovakia,1970,9.1
SK,Slovakia,1971,9.2
SK,Slovakia,1972,9.3
SK,Slovakia,1973,9.5
SK,Slovakia,1974,9.7
SK,Slovakia,1975,10.0
SK,Slovakia,1976,10.1
SK,Slovakia,1977,10.2
SK,Slovakia,1978,10.3
SK,Slovakia,1979,10.4
SK,Slovakia,1980,10.6
SK,Slovakia,1981,10.4
SK,Slovakia,1982,10.1
SK,Slovakia,1983,9.7
SK,Slovakia,1984,9.3
SK,Slovakia,1985,9.4
SK,Slovakia,1986,9.5
SK,Slovakia,1987,9.7
SK,Slovakia,1988,9.9
SK,Slovakia,1989,10.1
SK,Slovakia,1990,10.3
SK,Slovakia,1991,10.4
SK,Slovakia,1992,10.4
SK,Slovakia,1993,10.5
SK,Slovakia,1994,10.7
SK,Slovakia,1995,10.8
SK,Slovakia,1996,10.9
SK,Slovakia,1997,11.1
SK,Slovakia,1998,11.2
SK,Slovakia,1999,11.3
SK,Slovakia,2000,11.4
SK,Slovakia,2001,11.4
SK,Slovakia,2002,11.4
SK,Slovakia,2003,11.5
SK,Slovakia,2004,11.6
SK,Slovakia,2005,11.7
SK,Slovakia,2006,11.8
SK,Slovakia,2007,12.0
SK,Slovakia,2008,12.1
SK,Slovakia,2009,12.2
SK,Slovakia,2010,12.4
SK,Slovakia,2011,12.6
SK,Slovakia,2012,12.8
SK,Slovakia,2013,13.1
SK,Slovakia,2014,13.5
SK,Slovakia,2015,14.0
SK,Slovakia,2016,14.4
SK,Slovakia,2017,15.0
SK,Slovakia,2018,15.5
SK,Slovakia,2019,16.0
SK,Slovakia,2020,16.6
SK,Slovakia,2021,17.1
SK,Slovakia,2022,17.4
SK,Slovakia,2023,17.9
SK,Slovakia,2024,18.4
SK,Slovakia,2025,18.8
SM,San Marino,2012,17.5
SM,San Marino,2013,17.8
SM,San Marino,2018,19.2
TR,Türkiye,1960,3.5
TR,Türkiye,1961,3.6
TR,Türkiye,1962,3.7
TR,Türkiye,1963,3.8
TR,Türkiye,1964,3.9
TR,Türkiye,1965,4.0
TR,Türkiye,1966,4.0
TR,Türkiye,1967,4.1
TR,Türkiye,1968,4.2
TR,Türkiye,1969,4.3
TR,Türkiye,1970,4.4
TR,Türkiye,1971,4.4
TR,Türkiye,1972,4.5
TR,Türkiye,1973,4.5
TR,Türkiye,1974,4.6
TR,Türkiye,1975,4.6
TR,Türkiye,1976,4.6
TR,Türkiye,1977,4.6
TR,Türkiye,1978,4.6
TR,Türkiye,1979,4.7
TR,Türkiye,1980,4.7
TR,Türkiye,1981,4.6
TR,Türkiye,1982,4.5
TR,Türkiye,1983,4.4
TR,Türkiye,1984,4.3
TR,Türkiye,1985,4.2
TR,Türkiye,1986,4.2
TR,Türkiye,1987,4.2
TR,Türkiye,1988,4.2
TR,Türkiye,1989,4.2
TR,Türkiye,1990,4.3
TR,Türkiye,1991,4.6
TR,Türkiye,1992,4.6
TR,Türkiye,1993,4.7
TR,Türkiye,1994,4.8
TR,Türkiye,1995,4.9
TR,Türkiye,1996,5.0
TR,Türkiye,1997,5.1
TR,Türkiye,1998,5.2
TR,Türkiye,1999,5.3
TR,Türkiye,2000,5.4
TR,Türkiye,2001,6.7
TR,Türkiye,2002,6.7
TR,Türkiye,2003,6.7
TR,Türkiye,2004,6.7
TR,Türkiye,2005,6.7
TR,Türkiye,2006,6.7
TR,Türkiye,2007,6.8
TR,Türkiye,2008,7.1
TR,Türkiye,2009,6.8
TR,Türkiye,2010,7.0
TR,Türkiye,2011,7.2
TR,Türkiye,2012,7.3
TR,Türkiye,2013,7.5
TR,Türkiye,2014,7.7
TR,Türkiye,2015,8.0
TR,Türkiye,2016,8.2
TR,Türkiye,2017,8.3
TR,Türkiye,2018,8.5
TR,Türkiye,2019,8.8
TR,Türkiye,2020,9.1
TR,Türkiye,2021,9.5
TR,Türkiye,2023,9.9
TR,Türkiye,2024,10.2
TR,Türkiye,2025,10.6
UA,Ukraine,2006,16.2
UA,Ukraine,2007,16.4
UA,Ukraine,2008,16.3
UA,Ukraine,2009,15.9
UA,Ukraine,2010,15.7
UA,Ukraine,2011,15.3
UA,Ukraine,2012,15.2
UA,Ukraine,2013,15.2
UA,Ukraine,2014,15.3
UA,Ukraine,2015,15.6
UA,Ukraine,2016,15.9
UA,Ukraine,2017,16.2
UA,Ukraine,2018,16.5
UA,Ukraine,2019,16.8
UA,Ukraine,2020,17.1
UA,Ukraine,2021,17.4
UA,Ukraine,2022,17.6
UK,United Kingdom,1960,11.7
UK,United Kingdom,1961,11.6
UK,United Kingdom,1962,11.9
UK,United Kingdom,1963,12.0
UK,United Kingdom,1964,12.1
UK,United Kingdom,1965,12.2
UK,United Kingdom,1966,12.2
UK,United Kingdom,1967,12.4
UK,United Kingdom,1968,12.6
UK,United Kingdom,1969,12.7
UK,United Kingdom,1970,12.9
UK,United Kingdom,1971,13.1
UK,United Kingdom,1972,13.3
UK,United Kingdom,1973,13.5
UK,United Kingdom,1974,13.7
UK,United Kingdom,1975,13.9
UK,United Kingdom,1976,14.1
UK,United Kingdom,1977,14.3
UK,United Kingdom,1978,14.5
UK,United Kingdom,1979,14.7
UK,United Kingdom,1980,14.9
UK,United Kingdom,1981,15.0
UK,United Kingdom,1982,15.0
UK,United Kingdom,1983,15.0
UK,United Kingdom,1984,14.9
UK,United Kingdom,1985,15.0
UK,United Kingdom,1986,15.3
UK,United Kingdom,1987,15.4
UK,United Kingdom,1988,15.6
UK,United Kingdom,1989,15.7
UK,United Kingdom,1990,15.7
UK,United Kingdom,1991,15.8
UK,United Kingdom,1992,15.8
UK,United Kingdom,1993,15.8
UK,United Kingdom,1994,15.8
UK,United Kingdom,1995,15.8
UK,United Kingdom,1996,15.9
UK,United Kingdom,1997,15.9
UK,United Kingdom,1998,15.9
UK,United Kingdom,1999,15.8
UK,United Kingdom,2000,15.8
UK,United Kingdom,2001,15.8
UK,United Kingdom,2002,15.9
UK,United Kingdom,2003,15.9
UK,United Kingdom,2004,15.9
UK,United Kingdom,2005,15.9
UK,United Kingdom,2006,15.9
UK,United Kingdom,2007,15.9
UK,United Kingdom,2008,15.9
UK,United Kingdom,2009,16.1
UK,United Kingdom,2010,16.3
UK,United Kingdom,2011,16.4
UK,United Kingdom,2012,16.8
UK,United Kingdom,2013,17.2
UK,United Kingdom,2014,17.5
